event_ID,site,video_date,Visit_Date,Visit_Date,time,number_individuals,individual,individual_ID,trial_day,event_number,activation_number,sound_stimuli,period,proportion_vis,
RDT6_12Feb_17_3,RDT6,2021-02-12,12Feb,12-02-24,17:55,1,2759,,9,84,14,Human,during,0.5,
RDT6_12Feb_18_1,RDT6,2021-02-12,12Feb,12-02-24,18:23,1,2760,,9,85,12,Bird,during,0,
RDT6_12Feb_18_2,RDT6,2021-02-12,12Feb,12-02-24,18:44,2,2761,,9,86,23,Silent,during,0,
RDT6_12Feb_18_2,RDT6,2021-02-12,12Feb,12-02-24,18:44,2,2762,,9,86,23,Silent,during,0,
RDT6_12Feb_18_3,RDT6,2021-02-12,12Feb,12-02-24,18:52,4,2763,,9,87,13,Novel,during,0,
RDT6_12Feb_18_3,RDT6,2021-02-12,12Feb,12-02-24,18:52,4,2764,,9,87,13,Novel,during,0.85,
RDT6_12Feb_18_3,RDT6,2021-02-12,12Feb,12-02-24,18:52,4,2765,,9,87,13,Novel,during,0.15,
RDT6_12Feb_18_3,RDT6,2021-02-12,12Feb,12-02-24,18:52,4,2766,,9,87,13,Novel,during,0.2,
RDT6_12Feb_19_1,RDT6,2021-02-12,12Feb,12-02-24,19:01,6,2767,981,9,88,15,Roedeer,during,0.15,
RDT6_12Feb_19_1,RDT6,2021-02-12,12Feb,12-02-24,19:01,6,2768,,9,88,15,Roedeer,during,0.3,
RDT6_12Feb_19_1,RDT6,2021-02-12,12Feb,12-02-24,19:01,6,2769,,9,88,15,Roedeer,during,0.9,
RDT6_12Feb_19_1,RDT6,2021-02-12,12Feb,12-02-24,19:01,6,2770,,9,88,15,Roedeer,during,NA,
RDT6_12Feb_19_1,RDT6,2021-02-12,12Feb,12-02-24,19:01,6,2771,,9,88,15,Roedeer,during,0,
RDT6_12Feb_19_1,RDT6,2021-02-12,12Feb,12-02-24,19:01,6,2772,,9,88,15,Roedeer,during,0,
RDT6_12Feb_19_2,RDT6,2021-02-12,12Feb,12-02-24,19:07,4,2773,981,9,89,24,Silent,during,0,
RDT6_12Feb_19_2,RDT6,2021-02-12,12Feb,12-02-24,19:07,4,2774,,9,89,24,Silent,during,0.2,
RDT6_12Feb_19_2,RDT6,2021-02-12,12Feb,12-02-24,19:07,4,2775,,9,89,24,Silent,during,NA,
RDT6_12Feb_19_2,RDT6,2021-02-12,12Feb,12-02-24,19:07,4,2776,,9,89,24,Silent,during,0,
RDT6_12Feb_19_3,RDT6,2021-02-12,12Feb,12-02-24,19:16,2,2777,,9,90,15,Human,during,0.4,
RDT6_12Feb_19_3,RDT6,2021-02-12,12Feb,12-02-24,19:16,2,2778,,9,90,15,Human,during,0,
RDT6_12Feb_20_1,RDT6,2021-02-12,12Feb,12-02-24,20:52,3,2779,,9,91,14,Novel,during,0.7,
RDT6_12Feb_20_1,RDT6,2021-02-12,12Feb,12-02-24,20:52,3,2780,,9,91,14,Novel,during,0.846153846,
RDT6_12Feb_20_1,RDT6,2021-02-12,12Feb,12-02-24,20:52,3,2781,,9,91,14,Novel,during,0,
RDT6_12Feb_21_1,RDT6,2021-02-12,12Feb,12-02-24,21:00,3,2782,,9,92,16,Human,during,0.35,
RDT6_12Feb_21_1,RDT6,2021-02-12,12Feb,12-02-24,21:00,3,2783,,9,92,16,Human,during,0.4,
RDT6_12Feb_21_1,RDT6,2021-02-12,12Feb,12-02-24,21:00,3,2784,,9,92,16,Human,during,0.65,
RDT6_12Feb_21_2,RDT6,2021-02-12,12Feb,12-02-24,21:11,3,2785,981,9,93,25,Silent,during,0,
RDT6_12Feb_21_2,RDT6,2021-02-12,12Feb,12-02-24,21:11,3,2786,,9,93,25,Silent,during,0,
RDT6_12Feb_21_2,RDT6,2021-02-12,12Feb,12-02-24,21:11,3,2787,,9,93,25,Silent,during,0,
RDT6_12Feb_21_3,RDT6,2021-02-12,12Feb,12-02-24,21:36,1,2788,,9,94,12,Dog,during,0.1,
RDT6_12Feb_21_4,RDT6,2021-02-12,12Feb,12-02-24,21:43,1,2789,,9,95,26,Silent,during,0.6,
RDT6_12Feb_22_1,RDT6,2021-02-12,12Feb,12-02-24,22:00,3,2790,,9,96,13,Dog,during,0.85,
RDT6_12Feb_22_1,RDT6,2021-02-12,12Feb,12-02-24,22:00,3,2791,,9,96,13,Dog,during,0.25,
RDT6_12Feb_22_1,RDT6,2021-02-12,12Feb,12-02-24,22:00,3,2792,,9,96,13,Dog,during,NA,
RDT6_12Feb_22_2,RDT6,2021-02-12,12Feb,12-02-24,22:08,1,2793,,9,97,27,Silent,during,0,
RDT6_12Feb_23_1,RDT6,2021-02-12,12Feb,12-02-24,23:57,1,2794,,9,98,13,Bird,during,0.45,
RDT6_13Feb_0_1,RDT6,2021-02-13,13Feb,13-02-24,00:04,3,2795,,10,99,16,Roedeer,during,0.25,
RDT6_13Feb_0_1,RDT6,2021-02-13,13Feb,13-02-24,00:04,3,2796,,10,99,16,Roedeer,during,0,
RDT6_13Feb_0_1,RDT6,2021-02-13,13Feb,13-02-24,00:04,3,2797,,10,99,16,Roedeer,during,0,
RDT6_13Feb_0_2,RDT6,2021-02-13,13Feb,13-02-24,00:25,4,2798,,10,100,28,Silent,during,0,
RDT6_13Feb_0_2,RDT6,2021-02-13,13Feb,13-02-24,00:25,4,2799,,10,100,28,Silent,during,NA,
RDT6_13Feb_0_2,RDT6,2021-02-13,13Feb,13-02-24,00:25,4,2800,,10,100,28,Silent,during,0,
RDT6_13Feb_0_2,RDT6,2021-02-13,13Feb,13-02-24,00:25,4,2801,,10,100,28,Silent,during,NA,
RDT6_13Feb_0_3,RDT6,2021-02-13,13Feb,13-02-24,00:53,2,2802,,10,101,29,Silent,during,0,
RDT6_13Feb_0_3,RDT6,2021-02-13,13Feb,13-02-24,00:53,2,2803,,10,101,29,Silent,during,0,
RDT6_13Feb_1_1,RDT6,2021-02-13,13Feb,13-02-24,01:17,2,2804,,10,102,17,Human,during,0.5,
RDT6_13Feb_1_1,RDT6,2021-02-13,13Feb,13-02-24,01:17,2,2805,,10,102,17,Human,during,0.777777778,
RDT6_13Feb_1_2,RDT6,2021-02-13,13Feb,13-02-24,01:24,3,2806,,10,103,30,Silent,during,NA,
RDT6_13Feb_1_2,RDT6,2021-02-13,13Feb,13-02-24,01:24,3,2807,,10,103,30,Silent,during,0,
RDT6_13Feb_1_2,RDT6,2021-02-13,13Feb,13-02-24,01:24,3,2808,,10,103,30,Silent,during,NA,
RDT6_13Feb_2_1,RDT6,2021-02-13,13Feb,13-02-24,02:42,4,2809,981,10,104,14,Dog,during,0.2,
RDT6_13Feb_2_1,RDT6,2021-02-13,13Feb,13-02-24,02:42,4,2810,,10,104,14,Dog,during,0.45,
RDT6_13Feb_2_1,RDT6,2021-02-13,13Feb,13-02-24,02:42,4,2811,,10,104,14,Dog,during,0.7,
RDT6_13Feb_2_1,RDT6,2021-02-13,13Feb,13-02-24,02:42,4,2812,,10,104,14,Dog,during,0.85,
RDT6_13Feb_3_1,RDT6,2021-02-13,13Feb,13-02-24,03:02,2,2813,,10,105,14,Bird,during,NA,
RDT6_13Feb_3_1,RDT6,2021-02-13,13Feb,13-02-24,03:02,2,2814,,10,105,14,Bird,during,1,
RDT6_13Feb_5_1,RDT6,2021-02-13,13Feb,13-02-24,05:14,3,2815,,10,106,15,Novel,during,0.4,
RDT6_13Feb_5_1,RDT6,2021-02-13,13Feb,13-02-24,05:14,3,2816,,10,106,15,Novel,during,0,
RDT6_13Feb_5_1,RDT6,2021-02-13,13Feb,13-02-24,05:14,3,2817,,10,106,15,Novel,during,0,
RDT6_13Feb_5_2,RDT6,2021-02-13,13Feb,13-02-24,05:42,2,2818,,10,107,31,Silent,during,0,
RDT6_13Feb_5_2,RDT6,2021-02-13,13Feb,13-02-24,05:42,2,2819,,10,107,31,Silent,during,0,
RDT6_13Feb_7_1,RDT6,2021-02-13,13Feb,13-02-24,07:00,2,2820,981,10,108,15,Dog,during,0.3,
RDT6_13Feb_7_1,RDT6,2021-02-13,13Feb,13-02-24,07:00,2,2821,,10,108,15,Dog,during,0.4,
RDT6_13Feb_7_2,RDT6,2021-02-13,13Feb,13-02-24,07:13,2,2822,,10,109,32,Silent,during,NA,
RDT6_13Feb_7_2,RDT6,2021-02-13,13Feb,13-02-24,07:13,2,2823,,10,109,32,Silent,during,0,
RDT6_13Feb_7_3,RDT6,2021-02-13,13Feb,13-02-24,07:22,3,2824,,10,110,17,Roedeer,during,0,
RDT6_13Feb_7_3,RDT6,2021-02-13,13Feb,13-02-24,07:22,3,2825,,10,110,17,Roedeer,during,0.6,
RDT6_13Feb_7_3,RDT6,2021-02-13,13Feb,13-02-24,07:22,3,2826,,10,110,17,Roedeer,during,0.7,
RDT6_13Feb_7_4,RDT6,2021-02-13,13Feb,13-02-24,07:58,1,2827,981,10,111,33,Silent,during,0,
RDT6_13Feb_8_1,RDT6,2021-02-13,13Feb,13-02-24,08:22,1,2828,,10,112,15,Bird,during,0,
RDT6_13Feb_8_2,RDT6,2021-02-13,13Feb,13-02-24,08:28,1,2829,,10,113,34,Silent,during,0,
RDT6_13Feb_15_1,RDT6,2021-02-13,13Feb,13-02-24,15:17,1,2830,981,10,114,16,Novel,during,0.8,
RDT6_13Feb_15_2,RDT6,2021-02-13,13Feb,13-02-24,15:30,2,2831,981,10,115,35,Silent,during,0,
RDT6_13Feb_15_2,RDT6,2021-02-13,13Feb,13-02-24,15:30,2,2832,,10,115,35,Silent,during,0.1,
RDT6_13Feb_15_3,RDT6,2021-02-13,13Feb,13-02-24,15:46,4,2833,,10,116,18,Roedeer,during,NA,
RDT6_13Feb_15_3,RDT6,2021-02-13,13Feb,13-02-24,15:46,4,2834,,10,116,18,Roedeer,during,0.75,
RDT6_13Feb_15_3,RDT6,2021-02-13,13Feb,13-02-24,15:46,4,2835,,10,116,18,Roedeer,during,0,
RDT6_13Feb_15_3,RDT6,2021-02-13,13Feb,13-02-24,15:46,4,2836,,10,116,18,Roedeer,during,0.85,
RDT6_13Feb_15_4,RDT6,2021-02-13,13Feb,13-02-24,15:55,2,2837,,10,117,19,Roedeer,during,0,
RDT6_13Feb_15_4,RDT6,2021-02-13,13Feb,13-02-24,15:55,2,2838,,10,117,19,Roedeer,during,0,
RDT6_13Feb_16_1,RDT6,2021-02-13,13Feb,13-02-24,16:03,2,2839,,10,118,18,Human,during,0,
RDT6_13Feb_16_1,RDT6,2021-02-13,13Feb,13-02-24,16:03,2,2840,,10,118,18,Human,during,0.5,
RDT6_13Feb_16_2,RDT6,2021-02-13,13Feb,13-02-24,16:31,2,2841,,10,119,36,Silent,during,0,
RDT6_13Feb_16_2,RDT6,2021-02-13,13Feb,13-02-24,16:31,2,2842,,10,119,36,Silent,during,0,
RDT6_13Feb_16_3,RDT6,2021-02-13,13Feb,13-02-24,16:38,1,2843,,10,120,17,Novel,during,NA,
RDT6_13Feb_16_4,RDT6,2021-02-13,13Feb,13-02-24,16:59,6,2844,981,10,121,37,Silent,during,0,
RDT6_13Feb_16_4,RDT6,2021-02-13,13Feb,13-02-24,16:59,6,2845,,10,121,37,Silent,during,NA,
RDT6_13Feb_16_4,RDT6,2021-02-13,13Feb,13-02-24,16:59,6,2846,,10,121,37,Silent,during,NA,
RDT6_13Feb_16_4,RDT6,2021-02-13,13Feb,13-02-24,16:59,6,2847,,10,121,37,Silent,during,0,
RDT6_13Feb_16_4,RDT6,2021-02-13,13Feb,13-02-24,16:59,6,2848,,10,121,37,Silent,during,0,
RDT6_13Feb_16_4,RDT6,2021-02-13,13Feb,13-02-24,16:59,6,2849,,10,121,37,Silent,during,NA,
RDT6_13Feb_17_1,RDT6,2021-02-13,13Feb,13-02-24,17:05,2,2850,,10,122,16,Dog,during,0.6,
RDT6_13Feb_17_1,RDT6,2021-02-13,13Feb,13-02-24,17:05,2,2851,,10,122,16,Dog,during,0,
RDT6_13Feb_17_2,RDT6,2021-02-13,13Feb,13-02-24,17:47,3,2852,,10,123,38,Silent,during,0,
RDT6_13Feb_17_2,RDT6,2021-02-13,13Feb,13-02-24,17:47,3,2853,,10,123,38,Silent,during,0,
RDT6_13Feb_17_2,RDT6,2021-02-13,13Feb,13-02-24,17:47,3,2854,,10,123,38,Silent,during,NA,
RDT6_13Feb_17_3,RDT6,2021-02-13,13Feb,13-02-24,17:57,1,2855,,10,124,19,Human,during,0,
RDT6_13Feb_19_1,RDT6,2021-02-13,13Feb,13-02-24,19:08,1,2856,,10,125,20,Roedeer,during,0.65,
RDT6_13Feb_19_2,RDT6,2021-02-13,13Feb,13-02-24,19:14,3,2857,981,10,126,39,Silent,during,0,
RDT6_13Feb_19_2,RDT6,2021-02-13,13Feb,13-02-24,19:14,3,2858,,10,126,39,Silent,during,0,
RDT6_13Feb_19_2,RDT6,2021-02-13,13Feb,13-02-24,19:14,3,2859,,10,126,39,Silent,during,0,
RDT6_13Feb_19_3,RDT6,2021-02-13,13Feb,13-02-24,19:20,2,2860,981,10,127,20,Human,during,0.35,
RDT6_13Feb_19_3,RDT6,2021-02-13,13Feb,13-02-24,19:20,2,2861,,10,127,20,Human,during,0,
RDT6_13Feb_19_4,RDT6,2021-02-13,13Feb,13-02-24,19:31,1,2862,981,10,128,40,Silent,during,0,
RDT6_13Feb_19_5,RDT6,2021-02-13,13Feb,13-02-24,19:40,1,2863,981,10,129,18,Novel,during,0.4,
RDT6_13Feb_21_1,RDT6,2021-02-13,13Feb,13-02-24,21:45,2,2864,,10,130,21,Human,during,0.4,
RDT6_13Feb_21_1,RDT6,2021-02-13,13Feb,13-02-24,21:45,2,2865,,10,130,21,Human,during,0.6,
RDT6_13Feb_23_1,RDT6,2021-02-13,13Feb,13-02-24,23:45,1,2866,,10,131,16,Bird,during,0.7,
RDT6_13Feb_23_2,RDT6,2021-02-13,13Feb,13-02-24,23:52,1,2867,,10,132,41,Silent,during,0,
RDT6_13Feb_23_3,RDT6,2021-02-13,13Feb,13-02-24,23:58,1,2868,,10,133,17,Dog,during,0.25,
RDT6_14Feb_1_1,RDT6,2021-02-14,14Feb,14-02-24,01:29,2,2869,,11,134,22,Human,during,0.5,
RDT6_14Feb_1_1,RDT6,2021-02-14,14Feb,14-02-24,01:29,2,2870,,11,134,22,Human,during,0.45,
RDT6_14Feb_1_2,RDT6,2021-02-14,14Feb,14-02-24,01:42,2,2871,,11,135,42,Silent,during,0,
RDT6_14Feb_1_2,RDT6,2021-02-14,14Feb,14-02-24,01:42,2,2872,,11,135,42,Silent,during,0,
RDT6_14Feb_2_1,RDT6,2021-02-14,14Feb,14-02-24,02:55,3,2873,,11,136,43,Silent,during,0,
RDT6_14Feb_2_1,RDT6,2021-02-14,14Feb,14-02-24,02:55,3,2874,,11,136,43,Silent,during,0,
RDT6_14Feb_2_1,RDT6,2021-02-14,14Feb,14-02-24,02:55,3,2875,,11,136,43,Silent,during,0,
RDT6_14Feb_5_1,RDT6,2021-02-14,14Feb,14-02-24,05:24,1,2876,981,11,137,19,Novel,during,0.75,
RDT6_14Feb_5_2,RDT6,2021-02-14,14Feb,14-02-24,05:37,1,2877,981,11,138,44,Silent,during,0,
RDT6_14Feb_7_1,RDT6,2021-02-14,14Feb,14-02-24,07:17,1,2878,981,11,139,18,Dog,during,0.4,
RDT6_14Feb_15_1,RDT6,2021-02-14,14Feb,14-02-24,15:22,2,2879,981,11,140,20,Novel,during,0.5,
RDT6_14Feb_15_1,RDT6,2021-02-14,14Feb,14-02-24,15:22,2,2880,,11,140,20,Novel,during,0.7,
RDT6_14Feb_15_2,RDT6,2021-02-14,14Feb,14-02-24,15:28,1,2881,981,11,141,45,Silent,during,0.65,
RDT6_14Feb_19_1,RDT6,2021-02-14,14Feb,14-02-24,19:38,1,2882,,11,142,21,Roedeer,during,NA,
RDT6_14Feb_20_1,RDT6,2021-02-14,14Feb,14-02-24,20:04,2,2883,,11,143,21,Novel,during,0.45,
RDT6_14Feb_20_1,RDT6,2021-02-14,14Feb,14-02-24,20:04,2,2884,,11,143,21,Novel,during,0.9,
RDT6_14Feb_20_2,RDT6,2021-02-14,14Feb,14-02-24,20:11,2,2885,,11,144,46,Silent,during,0,
RDT6_14Feb_20_2,RDT6,2021-02-14,14Feb,14-02-24,20:11,2,2886,,11,144,46,Silent,during,0,
RDT6_14Feb_22_1,RDT6,2021-02-14,14Feb,14-02-24,22:01,1,2887,981,11,145,19,Dog,during,0,
RDT6_14Feb_22_2,RDT6,2021-02-14,14Feb,14-02-24,22:11,1,2888,981,11,146,47,Silent,during,0,
RDT6_14Feb_23_1,RDT6,2021-02-14,14Feb,14-02-24,23:16,1,2889,981,11,147,17,Bird,during,0,
RDT6_14Feb_23_2,RDT6,2021-02-14,14Feb,14-02-24,23:42,1,2890,981,11,148,48,Silent,during,0,
RDT6_15Feb_1_1,RDT6,2021-02-15,15Feb,15-02-24,01:11,1,2891,981,12,149,23,Human,during,0.15,
RDT6_15-Feb_13_1,RDT6,2021-02-15,15-Feb,15-02-24,13:12,1,2892,,12,150,18,Bird,during,0.357142857,
RDT6_15-Feb_13_2,RDT6,2021-02-15,15-Feb,15-02-24,13:20,2,2893,981,12,151,49,Silent,during,0,
RDT6_15-Feb_13_2,RDT6,2021-02-15,15-Feb,15-02-24,13:20,2,2894,,12,151,49,Silent,during,NA,
RDT6_15-Feb_14_1,RDT6,2021-02-15,15-Feb,15-02-24,14:45,3,2895,,12,152,22,Roedeer,during,0,
RDT6_15-Feb_14_1,RDT6,2021-02-15,15-Feb,15-02-24,14:45,3,2896,,12,152,22,Roedeer,during,NA,
RDT6_15-Feb_14_1,RDT6,2021-02-15,15-Feb,15-02-24,14:45,3,2897,,12,152,22,Roedeer,during,0,
RDT6_15-Feb_15_1,RDT6,2021-02-15,15-Feb,15-02-24,15:00,3,2898,981,12,153,22,Novel,during,0.05,
RDT6_15-Feb_15_1,RDT6,2021-02-15,15-Feb,15-02-24,15:00,3,2899,,12,153,22,Novel,during,0.263157895,
RDT6_15-Feb_15_1,RDT6,2021-02-15,15-Feb,15-02-24,15:00,3,2900,,12,153,22,Novel,during,0,
RDT6_15-Feb_15_2,RDT6,2021-02-15,15-Feb,15-02-24,15:06,3,2901,981,12,154,50,Silent,during,0,
RDT6_15-Feb_15_2,RDT6,2021-02-15,15-Feb,15-02-24,15:06,3,2902,,12,154,50,Silent,during,0,
RDT6_15-Feb_15_2,RDT6,2021-02-15,15-Feb,15-02-24,15:06,3,2903,,12,154,50,Silent,during,0,
RDT6_15-Feb_16_1,RDT6,2021-02-15,15-Feb,15-02-24,16:45,2,2904,,12,155,24,Human,during,0.666666667,
RDT6_15-Feb_16_1,RDT6,2021-02-15,15-Feb,15-02-24,16:45,2,2905,,12,155,24,Human,during,0.45,
RDT6_15-Feb_17_1,RDT6,2021-02-15,15-Feb,15-02-24,17:35,1,2906,981,12,156,20,Dog,during,0.1,
RDT6_15-Feb_20_6,RDT6,2021-02-15,15-Feb,15-02-24,20:51,1,2907,981,12,157,51,Silent,during,0,
RDT6_15-Feb_21_4,RDT6,2021-02-15,15-Feb,15-02-24,21:40,2,2908,,12,158,52,Silent,during,0,
RDT6_15-Feb_21_4,RDT6,2021-02-15,15-Feb,15-02-24,21:40,2,2909,,12,158,52,Silent,during,0.35,
RDT6_15-Feb_22_1,RDT6,2021-02-15,15-Feb,15-02-24,22:09,1,2910,,12,159,21,Dog,during,0.1,
RDT6_15-Feb_22_4,RDT6,2021-02-15,15-Feb,15-02-24,22:34,2,2911,,12,160,53,Silent,during,0,
RDT6_15-Feb_22_4,RDT6,2021-02-15,15-Feb,15-02-24,22:34,2,2912,,12,160,53,Silent,during,0.2,
RDT6_15-Feb_22_5,RDT6,2021-02-15,15-Feb,15-02-24,22:45,1,2913,,12,161,25,Human,during,0.45,
RDT6_15-Feb_23_1,RDT6,2021-02-15,15-Feb,15-02-24,23:06,3,2914,,12,162,19,Bird,during,0,
RDT6_15-Feb_23_1,RDT6,2021-02-15,15-Feb,15-02-24,23:06,3,2915,,12,162,19,Bird,during,0.1,
RDT6_15-Feb_23_1,RDT6,2021-02-15,15-Feb,15-02-24,23:06,3,2916,,12,162,19,Bird,during,0.65,
RDT6_15-Feb_23_4,RDT6,2021-02-15,15-Feb,15-02-24,23:56,4,2917,,12,163,54,Silent,during,0,
RDT6_15-Feb_23_4,RDT6,2021-02-15,15-Feb,15-02-24,23:56,4,2918,,12,163,54,Silent,during,0,
RDT6_15-Feb_23_4,RDT6,2021-02-15,15-Feb,15-02-24,23:56,4,2919,,12,163,54,Silent,during,0,
RDT6_15-Feb_23_4,RDT6,2021-02-15,15-Feb,15-02-24,23:56,4,2920,,12,163,54,Silent,during,0,
RDT6_16-Feb_0_1,RDT6,2021-02-16,16-Feb,16-02-24,00:03,2,2921,,13,164,23,Roedeer,during,0.263157895,
RDT6_16-Feb_0_1,RDT6,2021-02-16,16-Feb,16-02-24,00:03,2,2922,,13,164,23,Roedeer,during,NA,
RDT6_16-Feb_0_2,RDT6,2021-02-16,16-Feb,16-02-24,00:11,2,2923,,13,165,55,Silent,during,0,
RDT6_16-Feb_0_2,RDT6,2021-02-16,16-Feb,16-02-24,00:11,2,2924,,13,165,55,Silent,during,NA,
RDT6_16-Feb_0_3,RDT6,2021-02-16,16-Feb,16-02-24,00:32,2,2925,,13,166,23,Novel,during,0,
RDT6_16-Feb_0_3,RDT6,2021-02-16,16-Feb,16-02-24,00:32,2,2926,,13,166,23,Novel,during,NA,
RDT6_16-Feb_1_1,RDT6,2021-02-16,16-Feb,16-02-24,01:18,1,2927,,13,167,26,Human,during,0.4,
RDT6_16-Feb_1_2,RDT6,2021-02-16,16-Feb,16-02-24,01:25,2,2928,,13,168,56,Silent,during,0,
RDT6_16-Feb_1_2,RDT6,2021-02-16,16-Feb,16-02-24,01:25,2,2929,,13,168,56,Silent,during,NA,
RDT6_16-Feb_1_3,RDT6,2021-02-16,16-Feb,16-02-24,01:38,3,2930,,13,169,22,Dog,during,0.15,
RDT6_16-Feb_1_3,RDT6,2021-02-16,16-Feb,16-02-24,01:38,3,2931,,13,169,22,Dog,during,0.2,
RDT6_16-Feb_1_3,RDT6,2021-02-16,16-Feb,16-02-24,01:38,3,2932,,13,169,22,Dog,during,0,
RDT6_16-Feb_1_5,RDT6,2021-02-16,16-Feb,16-02-24,01:51,3,2933,,13,170,20,Bird,during,0.9,
RDT6_16-Feb_1_5,RDT6,2021-02-16,16-Feb,16-02-24,01:51,3,2934,,13,170,20,Bird,during,0.25,
RDT6_16-Feb_1_5,RDT6,2021-02-16,16-Feb,16-02-24,01:51,3,2935,,13,170,20,Bird,during,NA,
RDT6_16-Feb_1_6,RDT6,2021-02-16,16-Feb,16-02-24,01:58,2,2936,,13,171,57,Silent,during,0,
RDT6_16-Feb_1_6,RDT6,2021-02-16,16-Feb,16-02-24,01:58,2,2937,,13,171,57,Silent,during,0,
RDT6_16-Feb_2_4,RDT6,2021-02-16,16-Feb,16-02-24,02:37,1,2938,981,13,172,58,Silent,during,0,
RDT6_16-Feb_3_1,RDT6,2021-02-16,16-Feb,16-02-24,03:05,3,2939,981,13,173,21,Bird,during,0,
RDT6_16-Feb_3_1,RDT6,2021-02-16,16-Feb,16-02-24,03:05,3,2940,,13,173,21,Bird,during,0.35,
RDT6_16-Feb_3_1,RDT6,2021-02-16,16-Feb,16-02-24,03:05,3,2941,,13,173,21,Bird,during,0,
RDT6_16-Feb_3_2,RDT6,2021-02-16,16-Feb,16-02-24,03:18,2,2942,981,13,174,59,Silent,during,0,
RDT6_16-Feb_3_2,RDT6,2021-02-16,16-Feb,16-02-24,03:18,2,2943,,13,174,59,Silent,during,0,
RDT6_16-Feb_3_3,RDT6,2021-02-16,16-Feb,16-02-24,03:53,2,2944,,13,175,23,Dog,during,0,
RDT6_16-Feb_3_3,RDT6,2021-02-16,16-Feb,16-02-24,03:53,2,2945,,13,175,23,Dog,during,0,
RDT6_16-Feb_4_1,RDT6,2021-02-16,16-Feb,16-02-24,04:02,1,2946,,13,176,24,Roedeer,during,0.65,
RDT6_16-Feb_4_3,RDT6,2021-02-16,16-Feb,16-02-24,04:25,2,2947,,13,177,24,Novel,during,0.4,
RDT6_16-Feb_4_3,RDT6,2021-02-16,16-Feb,16-02-24,04:25,2,2948,,13,177,24,Novel,during,0.35,
RDT6_16-Feb_4_4,RDT6,2021-02-16,16-Feb,16-02-24,04:32,1,2949,,13,178,60,Silent,during,0.25,
RDT6_16-Feb_7_2,RDT6,2021-02-16,16-Feb,16-02-24,07:22,3,2950,981,13,179,61,Silent,during,0,
RDT6_16-Feb_7_2,RDT6,2021-02-16,16-Feb,16-02-24,07:22,3,2951,,13,179,61,Silent,during,0,
RDT6_16-Feb_7_2,RDT6,2021-02-16,16-Feb,16-02-24,07:22,3,2952,,13,179,61,Silent,during,0,
RDT6_16-Feb_8_1,RDT6,2021-02-16,16-Feb,16-02-24,08:02,2,2953,,13,180,22,Bird,during,NA,
RDT6_16-Feb_8_1,RDT6,2021-02-16,16-Feb,16-02-24,08:02,2,2954,,13,180,22,Bird,during,0.2,
RDT6_16-Feb_8_2,RDT6,2021-02-16,16-Feb,16-02-24,08:10,1,2955,,13,181,62,Silent,during,0,
RDT6_16-Feb_8_3,RDT6,2021-02-16,16-Feb,16-02-24,08:21,1,2956,,13,182,27,Human,during,0.2,
RDT6_16-Feb_15_1,RDT6,2021-02-16,16-Feb,16-02-24,15:09,2,2957,981,13,183,25,Novel,during,0.25,
RDT6_16-Feb_15_1,RDT6,2021-02-16,16-Feb,16-02-24,15:09,2,2958,,13,183,25,Novel,during,NA,
RDT6_16-Feb_15_2,RDT6,2021-02-16,16-Feb,16-02-24,15:20,1,2959,981,13,184,63,Silent,during,0,
RDT6_16-Feb_15_3,RDT6,2021-02-16,16-Feb,16-02-24,15:55,2,2960,,13,185,25,Roedeer,during,NA,
RDT6_16-Feb_15_3,RDT6,2021-02-16,16-Feb,16-02-24,15:55,2,2961,,13,185,25,Roedeer,during,0.65,
RDT6_16-Feb_17_1,RDT6,2021-02-16,16-Feb,16-02-24,17:09,2,2962,981,13,186,24,Dog,during,0.25,
RDT6_16-Feb_17_1,RDT6,2021-02-16,16-Feb,16-02-24,17:09,2,2963,,13,186,24,Dog,during,0.75,
RDT6_16-Feb_21_2,RDT6,2021-02-16,16-Feb,16-02-24,21:16,2,2964,,13,187,64,Silent,during,0,
RDT6_16-Feb_21_2,RDT6,2021-02-16,16-Feb,16-02-24,21:16,2,2965,,13,187,64,Silent,during,0,
RDT6_17-Feb_14_1,RDT6,2021-02-17,17-Feb,17-02-24,14:04,2,2966,,14,188,26,Roedeer,during,0.5,
RDT6_17-Feb_14_1,RDT6,2021-02-17,17-Feb,17-02-24,14:04,2,2967,,14,188,26,Roedeer,during,NA,
RDT6_17-Feb_15_1,RDT6,2021-02-17,17-Feb,17-02-24,15:30,3,2968,,14,189,26,Novel,during,0.25,
RDT6_17-Feb_15_1,RDT6,2021-02-17,17-Feb,17-02-24,15:30,3,2969,,14,189,26,Novel,during,0,
RDT6_17-Feb_15_1,RDT6,2021-02-17,17-Feb,17-02-24,15:30,3,2970,,14,189,26,Novel,during,0.25,
RDT6_17-Feb_16_1,RDT6,2021-02-17,17-Feb,17-02-24,16:15,3,2971,981,14,190,28,Human,during,0.65,
RDT6_17-Feb_16_1,RDT6,2021-02-17,17-Feb,17-02-24,16:15,3,2972,,14,190,28,Human,during,0,
RDT6_17-Feb_16_1,RDT6,2021-02-17,17-Feb,17-02-24,16:15,3,2973,,14,190,28,Human,during,0.55,
RDT6_17-Feb_16_2,RDT6,2021-02-17,17-Feb,17-02-24,16:27,1,2974,,14,191,65,Silent,during,NA,
RDT6_17-Feb_17_1,RDT6,2021-02-17,17-Feb,17-02-24,17:09,3,2975,,14,192,25,Dog,during,0.9,
